post_id,campaign_id,influencer_id,post_date,post_type,impressions,reach,likes,comments,shares,saves,click_throughs,conversions,revenue_attributed,is_fraud_account,sponsored_tag,budget_allocated
POST_000875,CAMP_0106,INF_0020,2023-06-26,reel,51958,40302,3903,178,229,93,1358,329,10467.21,0,1,2076.8
POST_000876,CAMP_0106,INF_0029,2023-07-03,video,12342,9895,580,43,16,19,585,272,47631.7,0,1,2076.8
POST_000877,CAMP_0106,INF_0053,2023-06-29,story,63559,58179,3061,122,99,222,383,353,15678.57,0,0,2076.8
POST_000878,CAMP_0106,INF_0092,2023-07-02,reel,238327,218289,10556,541,139,112,1335,302,50206.81,0,1,2076.8
POST_000879,CAMP_0107,INF_0088,2023-01-29,carousel,5423,4057,537,31,6,36,199,50,4788.66,0,1,709.27
POST_000880,CAMP_0107,INF_0062,2023-01-14,carousel,168879,118481,11301,1331,447,252,2346,450,18186.88,0,0,709.27
POST_000881,CAMP_0107,INF_0016,2023-02-05,story,197894,175941,23207,2645,1047,601,4504,48,2975.7,0,1,709.27
POST_000882,CAMP_0107,INF_0063,2023-02-04,story,11754,10388,182816,91,23,8617,405,1,18.53,1,1,709.27
POST_000883,CAMP_0107,INF_0088,2023-02-02,video,84301,60695,2231,83,60,141,3138,385,15503.44,0,0,709.27
POST_000884,CAMP_0107,INF_0047,2023-01-30,reel,199463,168007,10340,1267,576,629,3861,367,53502.63,0,1,709.27
POST_000885,CAMP_0107,INF_0088,2023-01-15,post,231184,195768,13187,870,454,171,4827,289,57755.66,0,1,709.27
POST_000886,CAMP_0107,INF_0079,2023-01-23,video,175810,129777,19751,2598,1157,1217,3929,247,43885.97,0,0,709.27
POST_000887,CAMP_0107,INF_0011,2023-01-22,post,85014,62719,4392,653,182,334,1255,214,19724.53,0,0,709.27
POST_000888,CAMP_0107,INF_0013,2023-02-08,carousel,80565,61988,3793,203,132,88,2602,91,7425.49,0,1,709.27
POST_000889,CAMP_0107,INF_0071,2023-01-11,story,83745,73402,8806,779,381,462,951,190,36754.49,0,1,709.27
POST_000890,CAMP_0107,INF_0020,2023-01-30,carousel,97988,79100,6766,979,281,125,1060,183,25103.58,0,1,709.27
POST_000891,CAMP_0107,INF_0075,2023-01-23,story,98323,79076,9902,1323,281,244,1934,252,10264.27,0,0,709.27
POST_000892,CAMP_0107,INF_0009,2023-01-19,carousel,300457,269946,15399,2154,902,906,13695,412,32008.42,0,1,709.27
POST_000893,CAMP_0107,INF_0010,2023-01-16,video,198932,167266,23297,1338,923,1685,3800,131,22042.68,0,0,709.27
POST_000894,CAMP_0108,INF_0039,2023-10-17,story,114273,100329,12466,1807,290,442,4570,240,23094.72,0,1,796.5
POST_000895,CAMP_0108,INF_0015,2023-10-19,story,31421,25802,638,46,26,20,1405,297,16287.61,0,0,796.5
POST_000896,CAMP_0108,INF_0033,2023-11-03,post,256322,212971,9950,1401,400,450,4144,161,24903.7,0,1,796.5
POST_000897,CAMP_0108,INF_0053,2023-10-31,video,118007,84926,12422,817,251,528,5421,161,5522.01,0,0,796.5
POST_000898,CAMP_0109,INF_0045,2023-08-25,video,20161,17370,1517,112,39,57,397,378,35439.37,0,0,1971.54
POST_000899,CAMP_0109,INF_0039,2023-09-16,post,92372,76130,7072,694,383,529,1043,38,5809.14,0,0,1971.54
POST_000900,CAMP_0109,INF_0016,2023-09-07,story,55267,49061,5050,207,141,224,1632,192,16797.48,0,1,1971.54
POST_000901,CAMP_0109,INF_0045,2023-08-28,story,195963,148314,17530,1678,253,244,7007,116,12324.38,0,0,1971.54
POST_000902,CAMP_0109,INF_0032,2023-08-29,post,15794,13032,1417,123,17,46,616,398,27682.16,0,1,1971.54
POST_000903,CAMP_0109,INF_0094,2023-08-26,post,6131,5195,300,9,13,7,191,222,27418.17,0,0,1971.54
POST_000904,CAMP_0109,INF_0046,2023-08-29,carousel,98057,68820,7663,568,420,413,3238,94,9166.96,0,1,1971.54
POST_000905,CAMP_0109,INF_0020,2023-09-04,story,96284,76849,5665,737,270,314,2438,141,12247.62,0,1,1971.54
POST_000906,CAMP_0109,INF_0061,2023-09-19,reel,218716,193717,19068,2333,385,1357,3063,67,2484.51,0,1,1971.54
POST_000907,CAMP_0109,INF_0029,2023-09-14,post,226964,191038,9404,951,236,676,3711,247,9692.89,0,0,1971.54
POST_000908,CAMP_0109,INF_0059,2023-09-17,video,5202,4577,106734,33,26,4488,117,1,19.99,1,0,1971.54
POST_000909,CAMP_0109,INF_0033,2023-08-27,carousel,192675,140039,14659,941,869,146,1233,448,84864.77,0,0,1971.54
POST_000910,CAMP_0109,INF_0002,2023-08-30,reel,48496,34596,2299,68,74,57,658,383,48479.7,0,1,1971.54
POST_000911,CAMP_0110,INF_0075,2023-05-22,video,208661,191435,22541,3197,422,1140,6277,67,2990.63,0,1,4714.43
POST_000912,CAMP_0110,INF_0038,2023-05-27,reel,8779,6226,596,70,10,24,227,43,4196.01,0,0,4714.43
POST_000913,CAMP_0110,INF_0028,2023-06-07,video,5333,4003,130,4,6,3,187,153,23054.54,0,0,4714.43
POST_000914,CAMP_0110,INF_0066,2023-06-10,video,16299,13686,167437,10,46,9913,662,0,0.0,1,0,4714.43
POST_000915,CAMP_0110,INF_0030,2023-06-12,story,49424,43569,3944,334,132,188,960,93,8691.36,0,1,4714.43
POST_000916,CAMP_0110,INF_0004,2023-06-05,video,44633,38782,2685,231,73,103,2154,159,8760.53,0,0,4714.43
POST_000917,CAMP_0110,INF_0013,2023-06-11,post,80791,74524,2727,384,115,92,3742,240,37951.1,0,0,4714.43
POST_000918,CAMP_0110,INF_0015,2023-06-10,post,97273,88146,8099,966,425,305,4090,303,16276.74,0,0,4714.43
POST_000919,CAMP_0110,INF_0046,2023-05-20,post,114218,99484,8218,814,186,535,3085,291,41609.59,0,1,4714.43
POST_000920,CAMP_0110,INF_0094,2023-06-02,story,233952,207622,13412,1910,484,779,11570,429,41516.88,0,0,4714.43
POST_000921,CAMP_0110,INF_0099,2023-06-09,carousel,165740,149163,5895,667,280,263,7659,376,11318.1,0,1,4714.43
POST_000922,CAMP_0110,INF_0092,2023-05-15,reel,72943,51627,3667,202,153,67,974,497,83726.63,0,0,4714.43
POST_000923,CAMP_0110,INF_0013,2023-06-03,story,10117,7949,1164,93,32,42,188,216,6868.07,0,1,4714.43
POST_000924,CAMP_0110,INF_0064,2023-05-23,video,158499,145073,3833,340,44,141,4637,173,15527.53,0,0,4714.43
POST_000925,CAMP_0111,INF_0043,2023-02-13,post,7977,6787,737,85,41,31,155,242,22887.07,0,1,2189.27
POST_000926,CAMP_0111,INF_0059,2023-03-02,reel,15055,14059,157638,22,5,6480,415,5,62.84,1,1,2189.27
POST_000927,CAMP_0111,INF_0089,2023-02-06,carousel,77245,63555,4543,640,193,332,1406,34,2483.52,0,0,2189.27
POST_000928,CAMP_0111,INF_0095,2023-02-18,video,7094,5407,376,16,6,13,273,438,18860.07,0,0,2189.27
POST_000929,CAMP_0111,INF_0069,2023-02-10,video,133670,120584,6713,381,357,512,1366,308,53512.39,0,0,2189.27
POST_000930,CAMP_0111,INF_0100,2023-02-25,video,13974,9853,1647,169,18,77,506,264,24376.4,0,0,2189.27
POST_000931,CAMP_0111,INF_0038,2023-03-03,story,86243,70603,4130,400,128,187,1375,43,1927.75,0,0,2189.27
POST_000932,CAMP_0111,INF_0097,2023-02-14,carousel,7834,5998,224,11,4,3,317,347,69194.74,0,0,2189.27
POST_000933,CAMP_0111,INF_0076,2023-02-15,reel,107934,85587,8199,474,142,374,598,78,12240.47,0,1,2189.27
POST_000934,CAMP_0111,INF_0009,2023-02-28,post,130516,97517,6569,836,170,283,3464,134,23624.14,0,0,2189.27
POST_000935,CAMP_0111,INF_0026,2023-03-02,carousel,31739,23371,2645,251,132,167,840,84,12045.94,0,0,2189.27
POST_000936,CAMP_0112,INF_0057,2023-09-07,story,49033,39113,4669,164,121,244,2158,212,7357.06,0,0,6267.0
POST_000937,CAMP_0112,INF_0025,2023-08-24,carousel,120200,99803,11905,1626,503,533,1006,396,54651.39,0,0,6267.0
POST_000938,CAMP_0112,INF_0076,2023-08-25,video,31286,24096,891,122,15,49,1545,338,12435.44,0,1,6267.0
POST_000939,CAMP_0112,INF_0084,2023-08-29,carousel,98766,86302,7953,1115,419,593,3183,250,29236.2,0,0,6267.0
POST_000940,CAMP_0112,INF_0037,2023-08-25,story,75882,70838,6764,994,247,481,2409,325,44632.96,0,0,6267.0
POST_000941,CAMP_0112,INF_0023,2023-08-27,carousel,110964,96430,5816,341,113,171,3539,166,10393.91,0,0,6267.0
POST_000942,CAMP_0113,INF_0077,2023-07-17,post,38606,29009,2558,236,40,167,1635,380,67999.01,0,0,3528.38
POST_000943,CAMP_0113,INF_0090,2023-07-11,carousel,229679,180378,16007,952,547,445,1893,148,27901.3,0,0,3528.38
POST_000944,CAMP_0113,INF_0014,2023-07-12,video,119000,111108,14088,428,273,683,4992,488,35779.11,0,1,3528.38
POST_000945,CAMP_0113,INF_0077,2023-07-09,story,28389,20720,3354,353,115,76,603,65,7213.87,0,0,3528.38
POST_000946,CAMP_0113,INF_0030,2023-07-20,video,16128,12115,769,73,18,55,491,411,19029.88,0,0,3528.38
POST_000947,CAMP_0113,INF_0069,2023-07-16,carousel,19189,17038,1581,100,49,118,401,128,8636.72,0,0,3528.38
POST_000948,CAMP_0113,INF_0037,2023-07-14,carousel,9617,6773,754,91,14,16,295,432,41107.5,0,1,3528.38
POST_000949,CAMP_0113,INF_0055,2023-07-25,post,168233,156356,4974,653,104,147,865,245,32740.14,0,1,3528.38
POST_000950,CAMP_0114,INF_0044,2023-11-26,story,7251,5113,342,46,11,15,162,414,74012.83,0,1,658.58
POST_000951,CAMP_0114,INF_0087,2023-12-11,video,72121,54219,2484,97,128,79,1675,359,33818.85,0,0,658.58
POST_000952,CAMP_0114,INF_0085,2023-12-04,post,104228,89778,4491,458,150,65,3865,22,3227.48,0,0,658.58
POST_000953,CAMP_0114,INF_0045,2023-11-18,video,92532,70669,5177,168,164,134,1989,238,43925.75,0,1,658.58
POST_000954,CAMP_0114,INF_0024,2023-12-13,reel,49861,47108,2089,209,74,74,1956,281,47130.49,0,0,658.58
POST_000955,CAMP_0114,INF_0085,2023-11-24,video,244037,179918,7135,809,89,142,6007,50,5964.66,0,0,658.58
POST_000956,CAMP_0114,INF_0041,2023-12-06,post,43247,33389,1585,60,84,68,1039,327,12708.83,0,0,658.58
POST_000957,CAMP_0114,INF_0045,2023-12-12,post,14214,11847,1650,168,22,106,425,405,19138.98,0,1,658.58
POST_000958,CAMP_0114,INF_0016,2023-12-10,story,79659,65982,5844,306,288,66,2206,176,30873.79,0,0,658.58
POST_000959,CAMP_0114,INF_0089,2023-11-27,carousel,38269,34280,950,46,15,40,974,451,60219.66,0,0,658.58
POST_000960,CAMP_0114,INF_0086,2023-11-25,video,94354,78523,7927,955,105,351,3674,203,10780.06,0,1,658.58
POST_000961,CAMP_0114,INF_0076,2023-12-12,video,195472,173561,22715,3252,629,1059,4563,320,41014.47,0,1,658.58
POST_000962,CAMP_0115,INF_0013,2023-10-05,post,66929,54378,3839,260,76,197,2619,18,1199.65,0,0,9937.57
POST_000963,CAMP_0115,INF_0004,2023-09-26,video,198981,162485,11866,558,652,505,8895,472,49387.45,0,1,9937.57
POST_000964,CAMP_0115,INF_0008,2023-09-20,story,11812,8425,63460,41,14,2700,264,5,142.27,1,1,9937.57
POST_000965,CAMP_0115,INF_0100,2023-10-08,video,21092,15121,1170,107,39,38,400,488,96053.42,0,0,9937.57
POST_000966,CAMP_0115,INF_0085,2023-10-01,carousel,7506,5950,259,29,6,10,150,22,2565.56,0,1,9937.57
POST_000967,CAMP_0115,INF_0012,2023-09-29,reel,15187,13985,135601,46,28,8555,372,0,0.0,1,0,9937.57
POST_000968,CAMP_0115,INF_0091,2023-09-23,story,201119,173998,18677,1829,249,761,7544,88,16596.9,0,1,9937.57
POST_000969,CAMP_0116,INF_0015,2023-05-30,story,16187,15338,1245,99,63,30,802,87,8924.02,0,0,1376.88
POST_000970,CAMP_0116,INF_0077,2023-06-10,video,55761,40625,5170,643,108,293,2315,478,94072.09,0,1,1376.88
POST_000971,CAMP_0116,INF_0020,2023-06-09,story,176258,151208,10084,869,583,331,2115,305,38111.78,0,1,1376.88
POST_000972,CAMP_0116,INF_0062,2023-06-11,carousel,195152,151270,21400,1222,237,1671,9681,257,19601.92,0,0,1376.88
POST_000973,CAMP_0116,INF_0028,2023-05-19,post,88325,72080,9390,401,163,194,833,124,21521.81,0,1,1376.88
POST_000974,CAMP_0116,INF_0023,2023-06-11,reel,120746,107915,7477,521,105,559,912,93,12640.55,0,1,1376.88
POST_000975,CAMP_0116,INF_0005,2023-05-19,video,155335,142873,9541,1406,254,423,7475,199,9969.6,0,0,1376.88
POST_000976,CAMP_0116,INF_0002,2023-05-22,carousel,77879,61852,3388,200,170,53,677,182,10385.4,0,0,1376.88
POST_000977,CAMP_0117,INF_0016,2023-06-06,reel,116936,110743,9027,314,493,478,4907,179,8412.13,0,0,1909.43
POST_000978,CAMP_0117,INF_0043,2023-06-14,carousel,84610,60743,4999,745,76,264,950,313,24896.91,0,1,1909.43
POST_000979,CAMP_0117,INF_0090,2023-06-10,story,197375,139743,7054,868,252,491,6893,264,35138.98,0,1,1909.43
POST_000980,CAMP_0117,INF_0094,2023-06-13,post,159678,143480,18390,1227,784,1274,5585,427,41925.42,0,0,1909.43
POST_000981,CAMP_0117,INF_0080,2023-05-22,video,49427,36157,4464,153,57,270,875,458,22905.53,0,1,1909.43
POST_000982,CAMP_0117,INF_0070,2023-06-18,carousel,106734,94176,4688,411,142,146,3939,486,67812.98,0,1,1909.43
POST_000983,CAMP_0117,INF_0016,2023-06-13,story,41988,33480,1497,79,19,100,1085,26,4497.76,0,1,1909.43
POST_000984,CAMP_0117,INF_0006,2023-05-29,carousel,218547,200414,11442,525,301,261,9640,372,37869.31,0,0,1909.43
POST_000985,CAMP_0117,INF_0048,2023-06-04,carousel,47664,39267,3274,486,56,96,672,462,24882.38,0,0,1909.43
POST_000986,CAMP_0117,INF_0004,2023-05-19,reel,27577,22632,576,42,15,38,759,324,30266.16,0,0,1909.43
POST_000987,CAMP_0117,INF_0030,2023-06-04,carousel,24707,21077,2121,251,74,112,607,281,27093.27,0,0,1909.43
POST_000988,CAMP_0117,INF_0085,2023-05-29,reel,165228,132485,13069,847,782,704,6713,243,9128.86,0,1,1909.43
POST_000989,CAMP_0117,INF_0068,2023-06-14,carousel,275806,208433,31139,4349,1259,888,12443,128,23926.43,0,0,1909.43
POST_000990,CAMP_0117,INF_0092,2023-05-26,video,102965,78227,11371,687,264,115,736,281,19379.88,0,0,1909.43
POST_000991,CAMP_0118,INF_0081,2023-06-21,carousel,193572,167600,4187,562,195,187,6021,402,55798.94,0,1,1281.67
POST_000992,CAMP_0118,INF_0028,2023-07-02,post,70144,49350,3050,453,116,122,1388,178,10703.18,0,0,1281.67
POST_000993,CAMP_0118,INF_0082,2023-06-20,video,28844,21357,951,114,21,37,1090,346,27574.06,0,1,1281.67
POST_000994,CAMP_0119,INF_0010,2023-12-20,video,36017,31226,1936,174,100,57,315,283,30875.45,0,0,1187.0
POST_000995,CAMP_0119,INF_0094,2024-01-05,reel,39150,37115,3940,376,88,84,798,19,3512.27,0,0,1187.0
POST_000996,CAMP_0119,INF_0031,2023-12-30,reel,177815,160356,17022,1228,459,1094,4109,209,34433.4,0,0,1187.0
POST_000997,CAMP_0119,INF_0055,2024-01-07,video,49481,41532,3381,339,151,142,964,391,26802.15,0,1,1187.0
POST_000998,CAMP_0119,INF_0055,2024-01-15,story,70009,60360,1654,86,63,64,2988,18,3562.25,0,1,1187.0
POST_000999,CAMP_0119,INF_0007,2023-12-21,video,172763,142285,5771,239,207,460,6507,402,20021.19,0,1,1187.0
POST_001000,CAMP_0119,INF_0099,2023-12-30,story,32195,22849,748,97,19,13,1521,169,20500.35,0,0,1187.0
POST_001001,CAMP_0119,INF_0088,2024-01-02,story,94301,67781,5465,264,147,172,1743,220,43301.0,0,0,1187.0
POST_001002,CAMP_0119,INF_0086,2024-01-05,reel,12885,10187,680,78,36,11,217,486,57951.73,0,1,1187.0
POST_001003,CAMP_0119,INF_0001,2023-12-26,carousel,108812,96702,4163,230,208,307,934,128,4907.95,0,1,1187.0
POST_001004,CAMP_0119,INF_0024,2024-01-14,video,207155,149823,10306,1416,490,343,7944,30,2490.65,0,0,1187.0
POST_001005,CAMP_0119,INF_0078,2023-12-28,video,6426,5368,735,22,40,20,202,31,3402.81,0,0,1187.0
POST_001006,CAMP_0119,INF_0080,2023-12-17,video,14419,10880,555,77,24,33,181,63,8646.28,0,0,1187.0
POST_001007,CAMP_0119,INF_0095,2024-01-01,carousel,22580,17149,1632,102,81,65,736,407,70456.92,0,1,1187.0
POST_001008,CAMP_0119,INF_0097,2023-12-26,story,63018,48035,3104,143,182,217,668,220,40661.91,0,1,1187.0
POST_001009,CAMP_0120,INF_0026,2023-10-26,reel,53177,46318,4631,212,55,89,787,137,21458.26,0,0,555.0
POST_001010,CAMP_0120,INF_0061,2023-10-09,video,31141,22922,1277,55,57,77,1256,221,10648.25,0,1,555.0
POST_001011,CAMP_0120,INF_0001,2023-10-23,post,120421,90519,6969,642,165,241,5316,349,22427.9,0,0,555.0
POST_001012,CAMP_0120,INF_0012,2023-10-17,post,13010,9306,121800,65,8,8797,99,2,20.12,1,1,555.0
POST_001013,CAMP_0120,INF_0060,2023-10-27,reel,76529,62624,4694,637,79,297,607,153,9195.33,0,1,555.0
POST_001014,CAMP_0120,INF_0075,2023-10-15,story,52822,39094,2241,121,119,57,2414,439,48756.21,0,0,555.0
POST_001015,CAMP_0120,INF_0070,2023-10-07,reel,99743,76494,6841,384,392,245,1642,270,37562.68,0,0,555.0
POST_001016,CAMP_0120,INF_0058,2023-11-02,reel,19123,14539,185392,49,30,5524,792,0,0.0,1,0,555.0
POST_001017,CAMP_0120,INF_0082,2023-10-20,video,133006,111989,9687,463,106,97,1822,403,59337.08,0,0,555.0
POST_001018,CAMP_0121,INF_0074,2023-10-22,video,39327,36942,4159,302,199,46,331,282,24444.6,0,0,2031.85
POST_001019,CAMP_0121,INF_0073,2023-11-05,carousel,43745,35447,1066,91,39,20,1671,388,16428.96,0,0,2031.85
POST_001020,CAMP_0121,INF_0043,2023-11-12,video,31535,29115,1439,201,43,23,1468,153,21314.93,0,0,2031.85
POST_001021,CAMP_0121,INF_0070,2023-10-30,story,31510,26319,3122,294,129,174,1144,399,28331.27,0,0,2031.85
POST_001022,CAMP_0121,INF_0028,2023-10-31,carousel,296930,224874,30199,1690,923,1518,1485,179,8415.85,0,1,2031.85
POST_001023,CAMP_0121,INF_0020,2023-11-02,reel,155507,134797,10144,1151,115,238,6531,59,11606.47,0,0,2031.85
POST_001024,CAMP_0121,INF_0041,2023-11-05,video,49787,37659,1888,244,37,36,513,161,17443.6,0,0,2031.85
POST_001025,CAMP_0121,INF_0085,2023-11-10,post,93934,76878,10146,669,449,106,2052,88,12931.24,0,0,2031.85
POST_001026,CAMP_0121,INF_0061,2023-10-18,video,220395,166908,13672,549,244,914,3741,47,2638.38,0,1,2031.85
POST_001027,CAMP_0121,INF_0057,2023-10-28,post,174658,148937,17968,1820,773,1179,3067,120,23053.81,0,1,2031.85
POST_001028,CAMP_0121,INF_0010,2023-11-08,carousel,73771,60213,6885,844,75,112,2298,217,17412.26,0,0,2031.85
POST_001029,CAMP_0121,INF_0048,2023-11-13,carousel,63134,55438,5915,556,312,397,465,296,32999.47,0,0,2031.85
POST_001030,CAMP_0121,INF_0020,2023-11-12,reel,179890,136783,17969,1057,225,874,3644,449,59794.78,0,0,2031.85
POST_001031,CAMP_0122,INF_0026,2023-08-19,video,20705,18225,2049,233,29,98,790,85,11578.94,0,1,8598.67
POST_001032,CAMP_0122,INF_0034,2023-08-17,reel,49027,44895,2335,307,26,141,429,401,12815.97,0,0,8598.67
POST_001033,CAMP_0122,INF_0014,2023-08-20,video,219315,196487,18357,729,815,876,4763,256,49158.42,0,0,8598.67
POST_001034,CAMP_0122,INF_0018,2023-08-26,story,72543,55509,4014,302,63,64,3015,478,55296.67,0,1,8598.67
POST_001035,CAMP_0122,INF_0043,2023-09-05,reel,61399,47800,6816,267,128,291,1708,400,31650.45,0,1,8598.67
POST_001036,CAMP_0122,INF_0086,2023-08-27,reel,2373,1875,59,6,3,2,68,203,18008.1,0,1,8598.67
POST_001037,CAMP_0123,INF_0038,2023-05-21,reel,33126,29584,1351,107,71,87,1586,295,31920.19,0,0,2396.29
POST_001038,CAMP_0123,INF_0013,2023-05-26,reel,9839,9076,460,16,7,34,376,210,15325.5,0,1,2396.29
POST_001039,CAMP_0123,INF_0042,2023-06-08,post,179801,149039,20895,2241,780,761,7079,252,28913.48,0,0,2396.29
POST_001040,CAMP_0123,INF_0080,2023-06-02,post,55931,46446,1984,75,88,109,1958,326,47349.39,0,1,2396.29
POST_001041,CAMP_0123,INF_0052,2023-06-02,carousel,60925,49210,1344,182,64,23,2938,76,7037.87,0,1,2396.29
POST_001042,CAMP_0123,INF_0100,2023-05-21,story,18134,16128,436,33,24,30,125,333,32061.16,0,1,2396.29
POST_001043,CAMP_0123,INF_0037,2023-06-06,reel,99367,86167,8702,616,384,373,1872,160,10013.48,0,1,2396.29
POST_001044,CAMP_0123,INF_0005,2023-05-17,reel,125521,99424,9736,1243,343,476,3457,480,16235.35,0,0,2396.29
POST_001045,CAMP_0123,INF_0032,2023-05-31,story,303586,215359,16137,2367,537,937,2303,435,64607.24,0,1,2396.29
POST_001046,CAMP_0123,INF_0018,2023-05-18,carousel,29008,22590,1207,176,61,71,660,109,18622.58,0,0,2396.29
POST_001047,CAMP_0123,INF_0058,2023-05-26,video,18204,16025,76784,21,11,4999,536,5,109.99,1,0,2396.29
POST_001048,CAMP_0123,INF_0073,2023-05-17,reel,59918,55160,4978,267,103,347,2249,217,30268.2,0,0,2396.29
POST_001049,CAMP_0123,INF_0056,2023-06-09,carousel,267512,244665,25717,2304,1493,1659,10008,209,9656.29,0,0,2396.29
POST_001050,CAMP_0123,INF_0004,2023-06-03,video,6853,4989,280,9,14,5,218,310,14925.5,0,0,2396.29
POST_001051,CAMP_0124,INF_0025,2023-09-18,carousel,77060,67044,7883,800,457,295,2499,474,47701.87,0,1,17232.75
POST_001052,CAMP_0124,INF_0038,2023-10-12,carousel,47500,36656,1312,134,66,62,720,455,54333.12,0,1,17232.75
POST_001053,CAMP_0124,INF_0048,2023-10-14,post,109281,102221,11344,1138,542,595,3034,218,13755.8,0,0,17232.75
POST_001054,CAMP_0124,INF_0071,2023-10-11,story,48535,35552,2597,208,37,123,2297,488,17666.62,0,0,17232.75
POST_001055,CAMP_0125,INF_0083,2023-10-20,story,251743,200802,28669,4107,1540,2061,2259,38,4500.86,0,0,2979.58
POST_001056,CAMP_0125,INF_0064,2023-11-07,post,39926,30483,2617,179,123,88,293,61,11710.4,0,1,2979.58
POST_001057,CAMP_0125,INF_0078,2023-10-31,post,116965,100039,7441,320,307,586,4960,258,26357.41,0,1,2979.58
POST_001058,CAMP_0125,INF_0034,2023-10-28,post,269821,211985,8521,566,321,226,11825,416,49806.71,0,0,2979.58
POST_001059,CAMP_0125,INF_0050,2023-10-25,video,27912,24360,1210,90,55,13,1172,37,1754.57,0,1,2979.58
POST_001060,CAMP_0125,INF_0040,2023-10-28,story,134973,114150,3574,231,138,77,5267,488,15948.55,0,1,2979.58
POST_001061,CAMP_0125,INF_0044,2023-11-02,carousel,193167,171243,19472,2616,834,1116,7581,435,53922.06,0,1,2979.58
POST_001062,CAMP_0125,INF_0080,2023-11-01,post,32944,24270,1632,153,46,80,601,206,28479.93,0,1,2979.58
POST_001063,CAMP_0125,INF_0005,2023-11-09,post,143064,110675,16807,896,315,334,6954,107,5180.98,0,1,2979.58
POST_001064,CAMP_0125,INF_0070,2023-10-26,reel,131057,106719,14908,1176,670,584,5913,295,32569.82,0,1,2979.58
POST_001065,CAMP_0125,INF_0012,2023-11-02,post,17276,13500,106598,49,40,6009,792,5,72.81,1,0,2979.58
POST_001066,CAMP_0125,INF_0013,2023-10-23,reel,318994,294850,10798,1486,516,833,14331,438,74105.84,0,0,2979.58
POST_001067,CAMP_0126,INF_0099,2023-12-29,video,99030,83504,5533,615,175,188,3304,146,6700.61,0,0,1357.86
POST_001068,CAMP_0126,INF_0091,2023-12-18,carousel,5607,4364,565,23,29,18,261,461,25249.89,0,0,1357.86
POST_001069,CAMP_0126,INF_0057,2023-12-21,carousel,83070,63795,8117,631,141,591,3610,310,51264.14,0,0,1357.86
POST_001070,CAMP_0126,INF_0044,2024-01-09,video,141063,100951,2835,312,101,39,5997,317,30563.37,0,1,1357.86
POST_001071,CAMP_0126,INF_0003,2024-01-08,reel,59553,42400,1674,89,67,24,1712,431,83964.72,0,1,1357.86
POST_001072,CAMP_0126,INF_0081,2023-12-17,carousel,12962,9708,1045,138,27,53,323,242,24036.52,0,1,1357.86
POST_001073,CAMP_0126,INF_0079,2023-12-26,video,62134,52795,5778,326,138,215,473,18,3280.9,0,1,1357.86
POST_001074,CAMP_0127,INF_0089,2023-06-20,carousel,20679,17962,1582,224,21,44,1006,408,30519.54,0,0,2445.08
POST_001075,CAMP_0127,INF_0073,2023-06-13,post,41422,32565,1197,54,67,92,409,193,29246.49,0,0,2445.08
POST_001076,CAMP_0127,INF_0077,2023-06-13,reel,26426,21007,2773,382,50,70,633,62,2688.39,0,1,2445.08
POST_001077,CAMP_0127,INF_0042,2023-06-10,carousel,28316,21921,2112,310,60,60,204,107,7180.04,0,0,2445.08
POST_001078,CAMP_0127,INF_0014,2023-06-11,video,204979,157597,5079,679,125,404,3206,32,6253.55,0,0,2445.08
POST_001079,CAMP_0127,INF_0014,2023-07-01,video,90674,78597,2734,236,42,59,1214,82,15076.3,0,0,2445.08
POST_001080,CAMP_0127,INF_0002,2023-06-11,post,87069,66631,2544,226,129,191,2080,284,48463.14,0,1,2445.08
POST_001081,CAMP_0127,INF_0080,2023-07-04,post,233229,214263,22958,2580,732,1096,10366,398,40764.55,0,0,2445.08
POST_001082,CAMP_0127,INF_0075,2023-07-01,reel,147564,121475,7650,256,164,452,4354,394,41937.11,0,1,2445.08
POST_001083,CAMP_0127,INF_0050,2023-06-23,post,109912,101677,13128,1108,590,607,4544,216,38092.4,0,0,2445.08
POST_001084,CAMP_0127,INF_0063,2023-07-04,post,17526,13058,50590,58,39,2733,346,1,11.69,1,0,2445.08
POST_001085,CAMP_0127,INF_0048,2023-06-22,reel,34894,30416,3066,334,32,117,410,181,22017.32,0,0,2445.08
POST_001086,CAMP_0127,INF_0039,2023-06-22,carousel,136985,128590,15576,603,600,763,3978,177,22397.12,0,1,2445.08
POST_001087,CAMP_0128,INF_0024,2023-04-24,post,189853,147047,22307,2270,994,1168,8178,269,52385.37,0,0,1192.85
POST_001088,CAMP_0128,INF_0063,2023-04-18,reel,6376,5571,124335,54,33,5085,134,5,104.57,1,0,1192.85
POST_001089,CAMP_0128,INF_0055,2023-04-09,reel,81776,76335,4920,378,97,204,1808,403,78689.23,0,0,1192.85
POST_001090,CAMP_0128,INF_0079,2023-04-21,post,45144,41273,3737,548,129,187,1112,282,32069.07,0,1,1192.85
POST_001091,CAMP_0128,INF_0087,2023-04-27,reel,231822,208090,24040,1094,860,1135,8269,110,12536.06,0,0,1192.85
POST_001092,CAMP_0128,INF_0096,2023-04-04,story,104020,92462,9178,1148,260,342,3926,366,27737.54,0,1,1192.85
POST_001093,CAMP_0128,INF_0013,2023-04-28,story,136300,124458,3248,359,59,93,1801,470,57387.43,0,1,1192.85
POST_001094,CAMP_0128,INF_0092,2023-04-11,post,112457,97936,4454,322,226,275,4847,160,9850.74,0,1,1192.85
