engagement_id,post_id,comment_sentiment,commenter_follower_count,commenter_account_age_days,like_velocity_per_hour,engagement_spike_detected,bot_probability
ENG_00007546,POST_000829,positive,575,1435,466,0,0.053
ENG_00007547,POST_000829,positive,938,742,321,0,0.082
ENG_00007548,POST_000829,positive,2457,551,392,0,0.003
ENG_00007549,POST_000829,negative,1921,1540,172,0,0.068
ENG_00007550,POST_000829,positive,1905,426,100,0,0.038
ENG_00007551,POST_000829,positive,2110,1239,206,0,0.107
ENG_00007552,POST_000830,positive,1976,319,480,0,0.074
ENG_00007553,POST_000830,neutral,1771,626,384,0,0.07
ENG_00007554,POST_000830,neutral,4057,1138,342,0,0.065
ENG_00007555,POST_000830,positive,3658,835,284,0,0.053
ENG_00007556,POST_000830,positive,3631,909,163,0,0.139
ENG_00007557,POST_000830,neutral,3281,1933,475,0,0.093
ENG_00007558,POST_000831,positive,4640,1347,260,0,0.033
ENG_00007559,POST_000831,positive,2105,1639,261,0,0.113
ENG_00007560,POST_000831,negative,4421,390,480,0,0.04
ENG_00007561,POST_000831,neutral,2655,1485,452,0,0.019
ENG_00007562,POST_000832,neutral,1733,1016,282,0,0.07
ENG_00007563,POST_000832,positive,272,1122,170,0,0.004
ENG_00007564,POST_000832,positive,912,1647,187,0,0.142
ENG_00007565,POST_000832,positive,893,268,262,0,0.14
ENG_00007566,POST_000832,negative,4564,431,297,0,0.078
ENG_00007567,POST_000832,neutral,3222,1993,63,0,0.013
ENG_00007568,POST_000832,neutral,325,311,259,0,0.011
ENG_00007569,POST_000832,neutral,1132,1393,243,0,0.136
ENG_00007570,POST_000832,negative,1624,1986,222,0,0.076
ENG_00007571,POST_000832,neutral,3017,1733,217,0,0.025
ENG_00007572,POST_000832,negative,1624,303,209,0,0.007
ENG_00007573,POST_000832,neutral,666,1773,59,0,0.061
ENG_00007574,POST_000833,spam,26,20,11376,1,0.832
ENG_00007575,POST_000833,spam,48,5,63144,1,0.96
ENG_00007576,POST_000833,spam,47,25,18807,1,0.895
ENG_00007577,POST_000833,spam,45,15,20952,1,0.89
ENG_00007578,POST_000833,positive,8,22,42411,1,0.792
ENG_00007579,POST_000833,spam,2,27,72107,1,0.938
ENG_00007580,POST_000833,negative,28,12,28361,1,0.779
ENG_00007581,POST_000833,spam,2,26,36584,1,0.957
ENG_00007582,POST_000833,spam,36,25,18052,1,0.828
ENG_00007583,POST_000833,spam,13,29,20700,1,0.856
ENG_00007584,POST_000833,spam,5,24,17525,1,0.905
ENG_00007585,POST_000833,spam,25,7,18739,1,0.94
ENG_00007586,POST_000833,spam,24,25,69623,1,0.959
ENG_00007587,POST_000833,spam,36,18,74872,1,0.878
ENG_00007588,POST_000833,spam,22,1,51872,1,0.822
ENG_00007589,POST_000834,positive,1652,403,290,0,0.016
ENG_00007590,POST_000834,spam,1317,915,159,0,0.135
ENG_00007591,POST_000834,positive,4829,1368,265,0,0.029
ENG_00007592,POST_000834,negative,2033,912,343,0,0.127
ENG_00007593,POST_000834,positive,2901,749,364,0,0.001
ENG_00007594,POST_000834,negative,3473,700,394,0,0.133
ENG_00007595,POST_000834,positive,4659,1892,359,0,0.058
ENG_00007596,POST_000835,neutral,2311,572,219,0,0.082
ENG_00007597,POST_000835,positive,822,785,459,0,0.05
ENG_00007598,POST_000835,negative,2016,1723,325,0,0.042
ENG_00007599,POST_000835,neutral,3938,1881,78,0,0.117
ENG_00007600,POST_000835,negative,3709,1745,282,0,0.128
ENG_00007601,POST_000836,negative,4343,747,178,0,0.08
ENG_00007602,POST_000836,positive,1182,510,237,0,0.108
ENG_00007603,POST_000836,spam,147,445,59,0,0.083
ENG_00007604,POST_000836,positive,3653,1970,258,0,0.019
ENG_00007605,POST_000836,positive,4938,573,394,0,0.109
ENG_00007606,POST_000836,negative,2184,735,189,0,0.133
ENG_00007607,POST_000836,positive,4923,258,217,0,0.066
ENG_00007608,POST_000836,positive,1277,313,385,0,0.125
ENG_00007609,POST_000836,negative,4660,573,17,0,0.062
ENG_00007610,POST_000836,neutral,2518,589,437,0,0.109
ENG_00007611,POST_000836,positive,4350,704,95,0,0.05
ENG_00007612,POST_000836,negative,2933,732,104,0,0.122
ENG_00007613,POST_000836,positive,2052,871,117,0,0.103
ENG_00007614,POST_000836,neutral,3837,437,169,0,0.148
ENG_00007615,POST_000837,neutral,4275,1898,343,0,0.098
ENG_00007616,POST_000837,negative,1687,519,92,0,0.135
ENG_00007617,POST_000837,negative,1911,869,23,0,0.028
ENG_00007618,POST_000837,spam,3764,1093,143,0,0.098
ENG_00007619,POST_000837,neutral,160,574,127,0,0.078
ENG_00007620,POST_000837,positive,1006,629,485,0,0.072
ENG_00007621,POST_000837,positive,4424,1985,262,0,0.132
ENG_00007622,POST_000837,neutral,2844,467,93,0,0.027
ENG_00007623,POST_000837,positive,1412,1661,474,0,0.007
ENG_00007624,POST_000838,positive,1331,619,348,0,0.146
ENG_00007625,POST_000838,positive,486,564,125,0,0.102
ENG_00007626,POST_000838,neutral,1826,1312,164,0,0.056
ENG_00007627,POST_000838,neutral,1821,915,437,0,0.005
ENG_00007628,POST_000838,positive,894,822,349,0,0.109
ENG_00007629,POST_000838,positive,1724,1005,203,0,0.062
ENG_00007630,POST_000838,positive,1646,1013,456,0,0.051
ENG_00007631,POST_000838,positive,2591,1442,46,0,0.091
ENG_00007632,POST_000838,positive,2730,1924,365,0,0.017
ENG_00007633,POST_000838,positive,2636,781,420,0,0.047
ENG_00007634,POST_000838,positive,1423,1401,209,0,0.075
ENG_00007635,POST_000838,positive,2682,1370,169,0,0.131
ENG_00007636,POST_000838,positive,1812,361,267,0,0.097
ENG_00007637,POST_000838,neutral,3326,402,213,0,0.143
ENG_00007638,POST_000839,positive,2552,558,415,0,0.077
ENG_00007639,POST_000839,positive,769,379,183,0,0.039
ENG_00007640,POST_000839,positive,4283,532,161,0,0.091
ENG_00007641,POST_000839,positive,146,1728,192,0,0.102
ENG_00007642,POST_000839,positive,4801,413,46,0,0.139
ENG_00007643,POST_000839,negative,2235,1990,26,0,0.142
ENG_00007644,POST_000839,positive,2314,1191,213,0,0.053
ENG_00007645,POST_000839,spam,3573,1168,360,0,0.096
ENG_00007646,POST_000839,neutral,2340,1402,466,0,0.003
ENG_00007647,POST_000840,spam,22,4,36254,1,0.873
ENG_00007648,POST_000840,spam,23,14,31530,1,0.947
ENG_00007649,POST_000840,spam,19,22,52625,1,0.851
ENG_00007650,POST_000840,spam,21,23,79716,1,0.787
ENG_00007651,POST_000840,spam,13,28,16909,1,0.893
ENG_00007652,POST_000840,spam,31,13,14763,1,0.832
ENG_00007653,POST_000840,spam,26,24,57714,1,0.911
ENG_00007654,POST_000840,spam,10,9,38637,1,0.805
ENG_00007655,POST_000841,positive,2658,962,258,0,0.12
ENG_00007656,POST_000841,negative,4863,1679,388,0,0.116
ENG_00007657,POST_000841,neutral,1326,941,354,0,0.025
ENG_00007658,POST_000841,neutral,2445,1496,314,0,0.034
ENG_00007659,POST_000841,positive,1846,1723,183,0,0.096
ENG_00007660,POST_000841,neutral,490,1243,488,0,0.034
ENG_00007661,POST_000841,neutral,757,1617,210,0,0.103
ENG_00007662,POST_000842,positive,2262,1994,432,0,0.04
ENG_00007663,POST_000842,negative,4394,1074,436,0,0.079
ENG_00007664,POST_000842,positive,1174,186,244,0,0.009
ENG_00007665,POST_000842,positive,895,1007,325,0,0.038
ENG_00007666,POST_000842,negative,4593,473,211,0,0.113
ENG_00007667,POST_000842,positive,772,1212,376,0,0.114
ENG_00007668,POST_000842,neutral,1033,882,126,0,0.108
ENG_00007669,POST_000842,neutral,3887,729,497,0,0.123
ENG_00007670,POST_000842,positive,2327,338,305,0,0.01
ENG_00007671,POST_000842,negative,4898,1374,163,0,0.108
ENG_00007672,POST_000842,neutral,4476,1476,173,0,0.098
ENG_00007673,POST_000843,negative,4040,771,96,0,0.059
ENG_00007674,POST_000843,positive,1262,1089,168,0,0.004
ENG_00007675,POST_000843,positive,1474,1889,95,0,0.079
ENG_00007676,POST_000843,positive,4207,1338,339,0,0.117
ENG_00007677,POST_000844,neutral,345,1326,69,0,0.007
ENG_00007678,POST_000844,positive,3810,1579,151,0,0.034
ENG_00007679,POST_000844,positive,4740,418,28,0,0.004
ENG_00007680,POST_000844,neutral,4870,547,140,0,0.06
ENG_00007681,POST_000844,negative,1087,2000,451,0,0.145
ENG_00007682,POST_000844,neutral,3039,711,351,0,0.098
ENG_00007683,POST_000845,neutral,3848,545,214,0,0.116
ENG_00007684,POST_000845,positive,2843,287,272,0,0.011
ENG_00007685,POST_000845,neutral,3683,1085,440,0,0.008
ENG_00007686,POST_000845,negative,1159,1690,306,0,0.054
ENG_00007687,POST_000845,neutral,251,616,174,0,0.042
ENG_00007688,POST_000845,positive,3273,734,86,0,0.112
ENG_00007689,POST_000845,neutral,1920,1925,194,0,0.085
ENG_00007690,POST_000845,neutral,4464,1209,476,0,0.073
ENG_00007691,POST_000845,negative,744,1281,377,0,0.12
ENG_00007692,POST_000845,positive,4346,1601,487,0,0.042
ENG_00007693,POST_000845,spam,759,484,131,0,0.042
ENG_00007694,POST_000845,positive,2968,1413,468,0,0.096
ENG_00007695,POST_000846,positive,3310,479,247,0,0.021
ENG_00007696,POST_000846,positive,3305,733,374,0,0.145
ENG_00007697,POST_000846,positive,830,407,135,0,0.127
ENG_00007698,POST_000846,spam,4472,1151,39,0,0.106
ENG_00007699,POST_000846,positive,3642,511,438,0,0.093
ENG_00007700,POST_000846,positive,3161,799,267,0,0.074
ENG_00007701,POST_000846,positive,531,1344,230,0,0.038
ENG_00007702,POST_000846,positive,3174,1354,322,0,0.042
ENG_00007703,POST_000846,positive,4298,1962,466,0,0.095
ENG_00007704,POST_000846,positive,461,430,232,0,0.121
ENG_00007705,POST_000846,neutral,4637,1738,221,0,0.068
ENG_00007706,POST_000846,neutral,4414,1415,180,0,0.035
ENG_00007707,POST_000846,positive,3790,1749,182,0,0.12
ENG_00007708,POST_000846,neutral,437,644,338,0,0.059
ENG_00007709,POST_000846,positive,4774,1333,116,0,0.019
ENG_00007710,POST_000847,positive,4538,1588,388,0,0.06
ENG_00007711,POST_000847,positive,3140,1657,234,0,0.132
ENG_00007712,POST_000847,neutral,2437,451,454,0,0.146
ENG_00007713,POST_000847,negative,1650,1951,211,0,0.08
ENG_00007714,POST_000847,positive,4396,197,355,0,0.033
ENG_00007715,POST_000847,positive,696,1306,231,0,0.048
ENG_00007716,POST_000847,negative,274,1114,155,0,0.143
ENG_00007717,POST_000847,neutral,1300,260,138,0,0.126
ENG_00007718,POST_000847,positive,2775,953,172,0,0.065
ENG_00007719,POST_000847,positive,3257,1714,395,0,0.031
ENG_00007720,POST_000847,positive,4621,1546,396,0,0.017
ENG_00007721,POST_000847,negative,1271,1810,347,0,0.122
ENG_00007722,POST_000847,negative,1826,1943,39,0,0.136
ENG_00007723,POST_000847,spam,1599,378,39,0,0.035
ENG_00007724,POST_000848,neutral,4775,1304,427,0,0.028
ENG_00007725,POST_000848,positive,4500,1093,298,0,0.141
ENG_00007726,POST_000848,neutral,4182,1660,33,0,0.137
ENG_00007727,POST_000848,positive,1998,591,181,0,0.116
ENG_00007728,POST_000848,negative,4760,1842,487,0,0.112
ENG_00007729,POST_000848,neutral,3959,1630,387,0,0.052
ENG_00007730,POST_000848,positive,1564,1409,76,0,0.088
ENG_00007731,POST_000848,neutral,1163,1447,89,0,0.133
ENG_00007732,POST_000848,positive,1813,1089,17,0,0.112
ENG_00007733,POST_000848,positive,3985,1987,146,0,0.107
ENG_00007734,POST_000848,neutral,2736,281,483,0,0.109
ENG_00007735,POST_000848,positive,2530,1412,336,0,0.012
ENG_00007736,POST_000849,spam,1373,1282,78,0,0.029
ENG_00007737,POST_000849,spam,4849,1045,393,0,0.047
ENG_00007738,POST_000849,positive,1310,1763,231,0,0.084
ENG_00007739,POST_000849,positive,4595,208,362,0,0.003
ENG_00007740,POST_000850,positive,2145,1331,111,0,0.125
ENG_00007741,POST_000850,negative,3835,1710,402,0,0.125
ENG_00007742,POST_000850,positive,3414,323,163,0,0.108
ENG_00007743,POST_000850,positive,4187,1558,221,0,0.011
ENG_00007744,POST_000850,positive,3088,2000,471,0,0.063
ENG_00007745,POST_000850,negative,2717,1277,65,0,0.076
ENG_00007746,POST_000850,neutral,195,995,368,0,0.143
ENG_00007747,POST_000850,neutral,1338,1815,496,0,0.134
ENG_00007748,POST_000850,neutral,1444,663,42,0,0.111
ENG_00007749,POST_000850,positive,4233,1366,374,0,0.137
ENG_00007750,POST_000850,positive,4381,1369,117,0,0.097
ENG_00007751,POST_000850,positive,626,1807,29,0,0.149
ENG_00007752,POST_000850,neutral,4342,1589,48,0,0.138
ENG_00007753,POST_000851,positive,1311,1669,418,0,0.021
ENG_00007754,POST_000851,negative,4177,794,389,0,0.066
ENG_00007755,POST_000851,positive,383,365,329,0,0.134
ENG_00007756,POST_000851,positive,1112,192,270,0,0.142
ENG_00007757,POST_000851,positive,2307,692,87,0,0.051
ENG_00007758,POST_000851,positive,1235,726,316,0,0.114
ENG_00007759,POST_000851,positive,4162,1206,179,0,0.082
ENG_00007760,POST_000851,positive,4191,268,89,0,0.032
ENG_00007761,POST_000851,positive,1654,347,38,0,0.09
ENG_00007762,POST_000851,positive,661,1403,453,0,0.014
ENG_00007763,POST_000852,neutral,4955,1090,403,0,0.087
ENG_00007764,POST_000852,negative,2064,815,470,0,0.014
ENG_00007765,POST_000852,neutral,1349,1921,164,0,0.022
ENG_00007766,POST_000852,positive,3295,596,64,0,0.008
ENG_00007767,POST_000852,positive,1391,1047,439,0,0.084
ENG_00007768,POST_000852,positive,642,1302,249,0,0.119
ENG_00007769,POST_000852,positive,3638,1887,354,0,0.138
ENG_00007770,POST_000853,positive,3942,1055,334,0,0.08
ENG_00007771,POST_000853,neutral,4712,1034,74,0,0.109
ENG_00007772,POST_000853,positive,1493,1753,310,0,0.074
ENG_00007773,POST_000853,neutral,4573,1466,55,0,0.009
ENG_00007774,POST_000853,positive,2628,309,34,0,0.108
ENG_00007775,POST_000853,neutral,1329,884,481,0,0.089
ENG_00007776,POST_000853,positive,487,972,186,0,0.015
ENG_00007777,POST_000853,positive,4667,509,442,0,0.126
ENG_00007778,POST_000853,negative,2721,1997,87,0,0.134
ENG_00007779,POST_000853,negative,4309,233,31,0,0.046
ENG_00007780,POST_000853,negative,301,1867,196,0,0.041
ENG_00007781,POST_000853,neutral,3158,1906,32,0,0.076
ENG_00007782,POST_000854,neutral,2837,1527,54,0,0.071
ENG_00007783,POST_000854,negative,2223,437,423,0,0.007
ENG_00007784,POST_000854,positive,1825,1899,21,0,0.133
ENG_00007785,POST_000854,negative,4678,1292,430,0,0.066
ENG_00007786,POST_000854,negative,3266,639,92,0,0.025
ENG_00007787,POST_000854,neutral,2183,785,69,0,0.035
ENG_00007788,POST_000854,neutral,2734,1310,343,0,0.008
ENG_00007789,POST_000854,positive,705,302,120,0,0.072
ENG_00007790,POST_000854,positive,330,470,132,0,0.124
ENG_00007791,POST_000854,positive,1241,586,179,0,0.121
ENG_00007792,POST_000854,negative,3676,536,249,0,0.047
ENG_00007793,POST_000854,positive,3131,1149,469,0,0.008
ENG_00007794,POST_000854,neutral,4448,593,95,0,0.076
ENG_00007795,POST_000855,spam,16,4,59878,1,0.774
ENG_00007796,POST_000855,spam,17,8,49900,1,0.89
ENG_00007797,POST_000855,negative,48,21,75929,1,0.887
ENG_00007798,POST_000855,spam,22,22,51336,1,0.859
ENG_00007799,POST_000855,spam,26,21,48678,1,0.924
ENG_00007800,POST_000855,spam,14,2,45681,1,0.946
ENG_00007801,POST_000855,spam,2,22,54422,1,0.881
ENG_00007802,POST_000855,neutral,7,12,77307,1,0.987
ENG_00007803,POST_000855,spam,0,28,66336,1,0.78
ENG_00007804,POST_000856,positive,4485,1538,27,0,0.11
ENG_00007805,POST_000856,neutral,4990,745,323,0,0.009
ENG_00007806,POST_000856,neutral,2160,1764,132,0,0.066
ENG_00007807,POST_000856,positive,1850,317,100,0,0.122
ENG_00007808,POST_000856,negative,1776,1607,281,0,0.057
ENG_00007809,POST_000857,positive,4617,878,454,0,0.099
ENG_00007810,POST_000857,negative,1220,199,336,0,0.08
ENG_00007811,POST_000857,positive,4556,1627,162,0,0.113
ENG_00007812,POST_000857,spam,4823,1973,366,0,0.023
ENG_00007813,POST_000857,neutral,635,614,449,0,0.028
ENG_00007814,POST_000857,neutral,2393,991,176,0,0.011
ENG_00007815,POST_000857,positive,3128,1979,490,0,0.089
ENG_00007816,POST_000857,positive,1028,1469,95,0,0.007
ENG_00007817,POST_000858,positive,3814,1387,473,0,0.076
ENG_00007818,POST_000858,positive,249,191,240,0,0.123
ENG_00007819,POST_000858,neutral,3550,1472,40,0,0.015
ENG_00007820,POST_000858,positive,1905,1768,66,0,0.128
ENG_00007821,POST_000858,positive,2079,812,436,0,0.091
ENG_00007822,POST_000858,neutral,1762,538,58,0,0.055
ENG_00007823,POST_000858,positive,2074,1920,325,0,0.118
ENG_00007824,POST_000858,negative,2725,593,62,0,0.074
ENG_00007825,POST_000858,positive,4575,949,61,0,0.119
ENG_00007826,POST_000858,negative,1398,703,21,0,0.135
ENG_00007827,POST_000858,neutral,485,247,78,0,0.047
ENG_00007828,POST_000858,positive,2837,1934,286,0,0.013
ENG_00007829,POST_000858,positive,413,1488,33,0,0.028
ENG_00007830,POST_000858,neutral,2290,206,353,0,0.08
ENG_00007831,POST_000859,positive,4099,1620,274,0,0.108
ENG_00007832,POST_000859,negative,1975,889,51,0,0.094
ENG_00007833,POST_000859,negative,411,1629,437,0,0.024
ENG_00007834,POST_000859,positive,1584,406,335,0,0.045
ENG_00007835,POST_000859,positive,4462,1632,271,0,0.045
ENG_00007836,POST_000859,positive,2004,1632,152,0,0.131
ENG_00007837,POST_000859,positive,4945,562,258,0,0.096
ENG_00007838,POST_000859,positive,1728,1444,353,0,0.129
ENG_00007839,POST_000859,positive,2933,935,434,0,0.012
ENG_00007840,POST_000859,spam,3105,1697,342,0,0.07
ENG_00007841,POST_000860,spam,22,28,34738,1,0.927
ENG_00007842,POST_000860,spam,18,8,42787,1,0.9
ENG_00007843,POST_000860,spam,23,29,77045,1,0.949
ENG_00007844,POST_000860,spam,33,16,48367,1,0.82
ENG_00007845,POST_000860,spam,31,30,37036,1,0.777
ENG_00007846,POST_000860,spam,0,5,12764,1,0.805
ENG_00007847,POST_000860,positive,34,4,10972,1,0.803
ENG_00007848,POST_000860,neutral,7,21,49277,1,0.753
ENG_00007849,POST_000860,spam,36,15,67271,1,0.79
ENG_00007850,POST_000860,spam,13,9,76316,1,0.823
ENG_00007851,POST_000860,spam,18,8,17779,1,0.83
ENG_00007852,POST_000860,spam,16,30,72752,1,0.983
ENG_00007853,POST_000860,spam,1,26,77473,1,0.785
ENG_00007854,POST_000860,spam,9,17,79899,1,0.884
ENG_00007855,POST_000860,spam,5,8,69922,1,0.907
ENG_00007856,POST_000861,negative,4322,1276,448,0,0.116
ENG_00007857,POST_000861,positive,1275,1172,72,0,0.046
ENG_00007858,POST_000861,positive,2911,782,82,0,0.08
ENG_00007859,POST_000861,positive,4357,1852,222,0,0.032
ENG_00007860,POST_000861,negative,4548,1089,100,0,0.008
ENG_00007861,POST_000861,spam,1466,588,278,0,0.033
ENG_00007862,POST_000861,positive,1138,1166,41,0,0.047
ENG_00007863,POST_000861,positive,1251,1156,365,0,0.044
ENG_00007864,POST_000861,positive,2988,882,291,0,0.049
ENG_00007865,POST_000861,positive,3104,1326,484,0,0.008
ENG_00007866,POST_000861,positive,2130,427,24,0,0.076
ENG_00007867,POST_000861,neutral,2388,1656,284,0,0.109
ENG_00007868,POST_000862,neutral,861,698,130,0,0.099
ENG_00007869,POST_000862,neutral,1540,1150,125,0,0.073
ENG_00007870,POST_000862,neutral,2283,1364,33,0,0.088
ENG_00007871,POST_000862,positive,2394,1198,56,0,0.08
ENG_00007872,POST_000862,negative,640,1658,113,0,0.124
ENG_00007873,POST_000862,positive,412,1012,86,0,0.133
ENG_00007874,POST_000862,neutral,3451,374,128,0,0.032
ENG_00007875,POST_000862,positive,1649,1810,380,0,0.037
ENG_00007876,POST_000863,positive,2734,839,187,0,0.113
ENG_00007877,POST_000863,neutral,3300,571,158,0,0.095
ENG_00007878,POST_000863,positive,2272,414,447,0,0.132
ENG_00007879,POST_000864,positive,3822,1540,66,0,0.149
ENG_00007880,POST_000864,positive,3787,695,299,0,0.02
ENG_00007881,POST_000864,neutral,1644,1447,440,0,0.064
ENG_00007882,POST_000864,positive,4461,1478,197,0,0.105
ENG_00007883,POST_000864,neutral,971,1395,10,0,0.077
ENG_00007884,POST_000864,negative,1578,1751,239,0,0.042
ENG_00007885,POST_000864,neutral,2354,944,220,0,0.052
ENG_00007886,POST_000864,negative,1330,940,19,0,0.073
ENG_00007887,POST_000865,spam,3991,1883,363,0,0.12
ENG_00007888,POST_000865,positive,1748,945,396,0,0.142
ENG_00007889,POST_000865,positive,1580,380,159,0,0.059
ENG_00007890,POST_000865,positive,591,1508,452,0,0.009
ENG_00007891,POST_000865,spam,4445,602,422,0,0.003
ENG_00007892,POST_000865,positive,4517,983,121,0,0.022
ENG_00007893,POST_000866,positive,3406,915,362,0,0.048
ENG_00007894,POST_000866,spam,2404,1157,145,0,0.102
ENG_00007895,POST_000866,neutral,3342,985,261,0,0.034
ENG_00007896,POST_000866,negative,914,999,18,0,0.078
ENG_00007897,POST_000867,positive,4258,1392,243,0,0.121
ENG_00007898,POST_000867,neutral,1835,1746,439,0,0.103
ENG_00007899,POST_000867,positive,3304,752,253,0,0.121
ENG_00007900,POST_000867,neutral,1708,925,122,0,0.093
ENG_00007901,POST_000867,negative,2852,1957,209,0,0.025
ENG_00007902,POST_000867,positive,2759,776,86,0,0.106
ENG_00007903,POST_000867,positive,3488,1110,442,0,0.012
ENG_00007904,POST_000868,neutral,1394,1018,386,0,0.072
ENG_00007905,POST_000868,positive,3631,313,308,0,0.014
ENG_00007906,POST_000868,positive,1892,561,415,0,0.021
ENG_00007907,POST_000868,neutral,3848,1509,404,0,0.137
ENG_00007908,POST_000868,spam,4930,747,425,0,0.01
ENG_00007909,POST_000868,positive,4025,1689,101,0,0.004
ENG_00007910,POST_000868,positive,1947,638,236,0,0.11
ENG_00007911,POST_000868,positive,3838,1405,61,0,0.104
ENG_00007912,POST_000868,positive,3366,487,415,0,0.122
ENG_00007913,POST_000868,positive,3453,1528,473,0,0.008
ENG_00007914,POST_000868,positive,416,259,248,0,0.088
ENG_00007915,POST_000869,positive,1870,1489,404,0,0.124
ENG_00007916,POST_000869,neutral,724,1150,266,0,0.074
ENG_00007917,POST_000869,positive,3089,1948,224,0,0.033
ENG_00007918,POST_000869,positive,988,1211,496,0,0.068
ENG_00007919,POST_000869,negative,947,1699,206,0,0.021
ENG_00007920,POST_000870,spam,4798,1257,254,0,0.066
ENG_00007921,POST_000870,positive,1059,278,190,0,0.127
ENG_00007922,POST_000870,neutral,3886,614,163,0,0.045
ENG_00007923,POST_000870,negative,4387,882,422,0,0.149
ENG_00007924,POST_000870,positive,2509,1098,325,0,0.101
ENG_00007925,POST_000870,positive,4952,515,309,0,0.035
ENG_00007926,POST_000870,neutral,912,974,447,0,0.062
ENG_00007927,POST_000870,positive,432,1295,237,0,0.086
ENG_00007928,POST_000870,negative,4765,986,286,0,0.149
ENG_00007929,POST_000870,positive,3596,1679,391,0,0.073
ENG_00007930,POST_000870,negative,1989,1456,202,0,0.058
ENG_00007931,POST_000870,negative,1149,1153,132,0,0.06
ENG_00007932,POST_000870,positive,3809,919,198,0,0.002
ENG_00007933,POST_000871,neutral,2358,413,373,0,0.029
ENG_00007934,POST_000871,neutral,4200,1354,36,0,0.015
ENG_00007935,POST_000871,positive,1322,1805,288,0,0.097
ENG_00007936,POST_000872,negative,3943,1403,16,0,0.148
ENG_00007937,POST_000872,positive,4857,1524,267,0,0.109
ENG_00007938,POST_000872,neutral,3393,433,479,0,0.077
ENG_00007939,POST_000873,positive,662,1028,228,0,0.039
ENG_00007940,POST_000873,negative,4624,1492,11,0,0.02
ENG_00007941,POST_000873,negative,314,476,97,0,0.136
ENG_00007942,POST_000873,positive,2564,782,440,0,0.058
ENG_00007943,POST_000873,positive,3485,847,57,0,0.071
ENG_00007944,POST_000873,negative,4700,1066,213,0,0.061
ENG_00007945,POST_000873,positive,3404,906,264,0,0.122
ENG_00007946,POST_000873,positive,1889,1295,425,0,0.079
ENG_00007947,POST_000874,neutral,1538,584,354,0,0.11
ENG_00007948,POST_000874,positive,4834,1637,70,0,0.028
ENG_00007949,POST_000874,positive,736,1112,217,0,0.115
ENG_00007950,POST_000874,neutral,3092,1097,237,0,0.146
ENG_00007951,POST_000874,positive,3739,609,439,0,0.047
ENG_00007952,POST_000874,neutral,2245,293,357,0,0.102
ENG_00007953,POST_000875,positive,2737,794,249,0,0.023
ENG_00007954,POST_000875,neutral,1192,1067,147,0,0.127
ENG_00007955,POST_000875,positive,2781,1831,82,0,0.088
ENG_00007956,POST_000875,positive,4966,1864,138,0,0.135
ENG_00007957,POST_000875,positive,736,1616,229,0,0.061
ENG_00007958,POST_000875,positive,2003,1981,375,0,0.017
ENG_00007959,POST_000875,negative,335,342,479,0,0.067
ENG_00007960,POST_000875,positive,3390,964,492,0,0.1
ENG_00007961,POST_000875,positive,1411,208,22,0,0.097
ENG_00007962,POST_000875,positive,3623,810,405,0,0.02
ENG_00007963,POST_000876,positive,2133,883,173,0,0.027
ENG_00007964,POST_000876,positive,2646,387,94,0,0.149
ENG_00007965,POST_000876,spam,3388,560,334,0,0.094
ENG_00007966,POST_000876,positive,289,526,194,0,0.039
ENG_00007967,POST_000876,negative,315,1361,139,0,0.016
ENG_00007968,POST_000876,negative,4762,1791,216,0,0.05
ENG_00007969,POST_000876,positive,2797,1602,170,0,0.015
ENG_00007970,POST_000876,neutral,2717,1031,376,0,0.092
ENG_00007971,POST_000876,positive,2583,1916,318,0,0.141
ENG_00007972,POST_000876,positive,1547,1014,85,0,0.077
ENG_00007973,POST_000876,neutral,4049,939,356,0,0.146
ENG_00007974,POST_000877,positive,1669,1637,470,0,0.015
ENG_00007975,POST_000877,neutral,182,1010,61,0,0.045
ENG_00007976,POST_000877,negative,4279,1204,494,0,0.055
ENG_00007977,POST_000877,neutral,2475,1107,30,0,0.09
ENG_00007978,POST_000877,neutral,274,1028,316,0,0.086
ENG_00007979,POST_000878,neutral,4621,1339,75,0,0.033
ENG_00007980,POST_000878,negative,685,302,142,0,0.045
ENG_00007981,POST_000878,positive,887,1525,63,0,0.034
ENG_00007982,POST_000878,positive,3572,1286,499,0,0.092
ENG_00007983,POST_000878,negative,3253,1634,282,0,0.135
ENG_00007984,POST_000878,positive,2673,1283,485,0,0.004
ENG_00007985,POST_000878,neutral,1265,1499,420,0,0.069
ENG_00007986,POST_000878,negative,404,868,107,0,0.144
ENG_00007987,POST_000878,neutral,4192,861,48,0,0.108
ENG_00007988,POST_000878,neutral,2892,614,383,0,0.114
ENG_00007989,POST_000878,spam,4830,1104,338,0,0.143
ENG_00007990,POST_000878,positive,3889,1679,399,0,0.118
ENG_00007991,POST_000878,positive,4309,186,453,0,0.005
ENG_00007992,POST_000878,negative,2198,1547,498,0,0.122
ENG_00007993,POST_000879,neutral,3522,1672,361,0,0.097
ENG_00007994,POST_000879,neutral,2659,1481,164,0,0.018
ENG_00007995,POST_000879,positive,2262,1748,78,0,0.141
ENG_00007996,POST_000879,negative,214,248,467,0,0.145
ENG_00007997,POST_000879,negative,4618,972,196,0,0.082
ENG_00007998,POST_000880,neutral,1656,637,142,0,0.084
ENG_00007999,POST_000880,neutral,1976,791,449,0,0.025
ENG_00008000,POST_000880,positive,2432,1076,340,0,0.042
