conversion_id,post_id,campaign_id,influencer_id,order_value,customer_ltv,touchpoint_number,discount_code_used,attribution_weight,conversion_date
CONV_0011387,POST_000613,CAMP_0075,INF_0095,38.61,96.76,3,1,0.3333,2023-09-17
CONV_0011388,POST_000613,CAMP_0075,INF_0095,264.83,1598.3,2,1,0.5,2023-09-17
CONV_0011389,POST_000614,CAMP_0075,INF_0081,403.78,1913.73,1,0,1.0,2023-10-05
CONV_0011390,POST_000614,CAMP_0075,INF_0081,223.36,1594.51,1,0,1.0,2023-10-05
CONV_0011391,POST_000614,CAMP_0075,INF_0081,177.53,1130.16,3,0,0.3333,2023-10-05
CONV_0011392,POST_000614,CAMP_0075,INF_0081,48.82,117.39,4,0,0.25,2023-10-05
CONV_0011393,POST_000614,CAMP_0075,INF_0081,333.12,1388.5,4,1,0.25,2023-10-05
CONV_0011394,POST_000614,CAMP_0075,INF_0081,252.88,704.75,4,1,0.25,2023-10-05
CONV_0011395,POST_000614,CAMP_0075,INF_0081,466.17,1306.13,4,0,0.25,2023-10-05
CONV_0011396,POST_000614,CAMP_0075,INF_0081,339.25,2210.51,4,0,0.25,2023-10-05
CONV_0011397,POST_000614,CAMP_0075,INF_0081,230.66,1830.15,4,0,0.25,2023-10-05
CONV_0011398,POST_000614,CAMP_0075,INF_0081,101.22,696.61,4,1,0.25,2023-10-05
CONV_0011399,POST_000614,CAMP_0075,INF_0081,319.44,1187.43,3,1,0.3333,2023-10-05
CONV_0011400,POST_000614,CAMP_0075,INF_0081,112.41,484.36,1,0,1.0,2023-10-05
CONV_0011401,POST_000614,CAMP_0075,INF_0081,398.53,2457.19,4,0,0.25,2023-10-05
CONV_0011402,POST_000614,CAMP_0075,INF_0081,486.74,2211.55,1,0,1.0,2023-10-05
CONV_0011403,POST_000614,CAMP_0075,INF_0081,334.27,2439.42,4,0,0.25,2023-10-05
CONV_0011404,POST_000614,CAMP_0075,INF_0081,483.53,3849.59,3,0,0.3333,2023-10-05
CONV_0011405,POST_000614,CAMP_0075,INF_0081,43.14,331.09,2,1,0.5,2023-10-05
CONV_0011406,POST_000614,CAMP_0075,INF_0081,379.3,2967.89,4,0,0.25,2023-10-05
CONV_0011407,POST_000614,CAMP_0075,INF_0081,236.97,643.48,4,0,0.25,2023-10-05
CONV_0011408,POST_000614,CAMP_0075,INF_0081,417.24,1770.85,3,0,0.3333,2023-10-05
CONV_0011409,POST_000615,CAMP_0075,INF_0068,259.3,746.17,2,0,0.5,2023-09-26
CONV_0011410,POST_000615,CAMP_0075,INF_0068,102.74,310.32,2,0,0.5,2023-09-26
CONV_0011411,POST_000615,CAMP_0075,INF_0068,451.13,2346.14,4,1,0.25,2023-09-26
CONV_0011412,POST_000615,CAMP_0075,INF_0068,432.24,3358.56,3,0,0.3333,2023-09-26
CONV_0011413,POST_000615,CAMP_0075,INF_0068,328.8,2357.17,2,0,0.5,2023-09-26
CONV_0011414,POST_000615,CAMP_0075,INF_0068,66.44,267.61,2,0,0.5,2023-09-26
CONV_0011415,POST_000615,CAMP_0075,INF_0068,138.39,778.97,2,1,0.5,2023-09-26
CONV_0011416,POST_000615,CAMP_0075,INF_0068,338.49,916.57,3,0,0.3333,2023-09-26
CONV_0011417,POST_000615,CAMP_0075,INF_0068,489.36,2729.17,3,0,0.3333,2023-09-26
CONV_0011418,POST_000615,CAMP_0075,INF_0068,218.24,841.83,1,0,1.0,2023-09-26
CONV_0011419,POST_000615,CAMP_0075,INF_0068,475.04,2457.66,3,0,0.3333,2023-09-26
CONV_0011420,POST_000615,CAMP_0075,INF_0068,351.48,2200.76,4,0,0.25,2023-09-26
CONV_0011421,POST_000615,CAMP_0075,INF_0068,407.76,2097.45,1,0,1.0,2023-09-26
CONV_0011422,POST_000615,CAMP_0075,INF_0068,243.69,786.4,3,0,0.3333,2023-09-26
CONV_0011423,POST_000615,CAMP_0075,INF_0068,443.4,3033.41,4,0,0.25,2023-09-26
CONV_0011424,POST_000617,CAMP_0075,INF_0065,166.06,1038.45,2,1,0.5,2023-10-10
CONV_0011425,POST_000617,CAMP_0075,INF_0065,396.07,2141.01,1,0,1.0,2023-10-10
CONV_0011426,POST_000617,CAMP_0075,INF_0065,384.2,821.03,1,0,1.0,2023-10-10
CONV_0011427,POST_000617,CAMP_0075,INF_0065,110.08,861.24,2,0,0.5,2023-10-10
CONV_0011428,POST_000617,CAMP_0075,INF_0065,336.26,1139.88,1,1,1.0,2023-10-10
CONV_0011429,POST_000617,CAMP_0075,INF_0065,26.92,111.85,3,0,0.3333,2023-10-10
CONV_0011430,POST_000617,CAMP_0075,INF_0065,72.57,245.08,2,0,0.5,2023-10-10
CONV_0011431,POST_000617,CAMP_0075,INF_0065,334.08,2306.77,4,0,0.25,2023-10-10
CONV_0011432,POST_000617,CAMP_0075,INF_0065,112.11,316.98,1,0,1.0,2023-10-10
CONV_0011433,POST_000617,CAMP_0075,INF_0065,424.56,3024.21,4,0,0.25,2023-10-10
CONV_0011434,POST_000617,CAMP_0075,INF_0065,230.42,1431.57,1,0,1.0,2023-10-10
CONV_0011435,POST_000617,CAMP_0075,INF_0065,408.58,2790.53,4,0,0.25,2023-10-10
CONV_0011436,POST_000617,CAMP_0075,INF_0065,399.38,1266.42,1,0,1.0,2023-10-10
CONV_0011437,POST_000617,CAMP_0075,INF_0065,94.4,386.74,3,0,0.3333,2023-10-10
CONV_0011438,POST_000617,CAMP_0075,INF_0065,316.39,743.18,3,0,0.3333,2023-10-10
CONV_0011439,POST_000617,CAMP_0075,INF_0065,368.05,2538.84,1,0,1.0,2023-10-10
CONV_0011440,POST_000617,CAMP_0075,INF_0065,426.0,1388.2,4,1,0.25,2023-10-10
CONV_0011441,POST_000617,CAMP_0075,INF_0065,163.45,1214.21,2,1,0.5,2023-10-10
CONV_0011442,POST_000617,CAMP_0075,INF_0065,481.8,2704.51,1,0,1.0,2023-10-10
CONV_0011443,POST_000617,CAMP_0075,INF_0065,30.54,155.55,4,1,0.25,2023-10-10
CONV_0011444,POST_000618,CAMP_0075,INF_0069,98.34,660.96,2,1,0.5,2023-10-09
CONV_0011445,POST_000618,CAMP_0075,INF_0069,296.87,2093.06,2,0,0.5,2023-10-09
CONV_0011446,POST_000618,CAMP_0075,INF_0069,201.02,921.7,2,0,0.5,2023-10-09
CONV_0011447,POST_000618,CAMP_0075,INF_0069,170.76,1351.11,2,0,0.5,2023-10-09
CONV_0011448,POST_000618,CAMP_0075,INF_0069,264.05,1376.24,2,0,0.5,2023-10-09
CONV_0011449,POST_000618,CAMP_0075,INF_0069,252.29,1955.24,3,0,0.3333,2023-10-09
CONV_0011450,POST_000618,CAMP_0075,INF_0069,441.46,1120.7,2,0,0.5,2023-10-09
CONV_0011451,POST_000618,CAMP_0075,INF_0069,379.6,1328.16,3,0,0.3333,2023-10-09
CONV_0011452,POST_000618,CAMP_0075,INF_0069,328.0,1289.17,1,0,1.0,2023-10-09
CONV_0011453,POST_000618,CAMP_0075,INF_0069,71.99,500.25,4,1,0.25,2023-10-09
CONV_0011454,POST_000618,CAMP_0075,INF_0069,499.11,3688.3,1,1,1.0,2023-10-09
CONV_0011455,POST_000618,CAMP_0075,INF_0069,485.84,995.16,2,1,0.5,2023-10-09
CONV_0011456,POST_000618,CAMP_0075,INF_0069,354.25,1359.13,4,0,0.25,2023-10-09
CONV_0011457,POST_000618,CAMP_0075,INF_0069,359.96,979.47,2,1,0.5,2023-10-09
CONV_0011458,POST_000618,CAMP_0075,INF_0069,108.36,834.78,2,0,0.5,2023-10-09
CONV_0011459,POST_000618,CAMP_0075,INF_0069,465.19,1826.04,2,0,0.5,2023-10-09
CONV_0011460,POST_000618,CAMP_0075,INF_0069,273.96,1281.63,2,0,0.5,2023-10-09
CONV_0011461,POST_000618,CAMP_0075,INF_0069,474.2,3720.91,3,0,0.3333,2023-10-09
CONV_0011462,POST_000618,CAMP_0075,INF_0069,215.98,1256.11,1,0,1.0,2023-10-09
CONV_0011463,POST_000618,CAMP_0075,INF_0069,362.63,2481.93,4,1,0.25,2023-10-09
CONV_0011464,POST_000619,CAMP_0075,INF_0044,389.95,2948.22,4,0,0.25,2023-09-18
CONV_0011465,POST_000619,CAMP_0075,INF_0044,453.43,2261.92,3,0,0.3333,2023-09-18
CONV_0011466,POST_000619,CAMP_0075,INF_0044,99.67,408.27,4,0,0.25,2023-09-18
CONV_0011467,POST_000619,CAMP_0075,INF_0044,347.47,1205.99,1,0,1.0,2023-09-18
CONV_0011468,POST_000619,CAMP_0075,INF_0044,407.73,2312.18,4,0,0.25,2023-09-18
CONV_0011469,POST_000619,CAMP_0075,INF_0044,288.62,1714.03,2,0,0.5,2023-09-18
CONV_0011470,POST_000619,CAMP_0075,INF_0044,282.07,1752.38,2,0,0.5,2023-09-18
CONV_0011471,POST_000619,CAMP_0075,INF_0044,40.03,102.71,4,0,0.25,2023-09-18
CONV_0011472,POST_000619,CAMP_0075,INF_0044,172.1,549.5,2,0,0.5,2023-09-18
CONV_0011473,POST_000619,CAMP_0075,INF_0044,406.24,2032.12,3,0,0.3333,2023-09-18
CONV_0011474,POST_000619,CAMP_0075,INF_0044,404.97,2818.56,4,0,0.25,2023-09-18
CONV_0011475,POST_000619,CAMP_0075,INF_0044,492.72,1023.17,2,0,0.5,2023-09-18
CONV_0011476,POST_000619,CAMP_0075,INF_0044,79.63,637.02,4,0,0.25,2023-09-18
CONV_0011477,POST_000619,CAMP_0075,INF_0044,480.66,3274.23,2,0,0.5,2023-09-18
CONV_0011478,POST_000619,CAMP_0075,INF_0044,424.49,3166.57,2,0,0.5,2023-09-18
CONV_0011479,POST_000619,CAMP_0075,INF_0044,323.28,2026.07,4,0,0.25,2023-09-18
CONV_0011480,POST_000619,CAMP_0075,INF_0044,474.14,2828.4,2,0,0.5,2023-09-18
CONV_0011481,POST_000619,CAMP_0075,INF_0044,205.53,1424.46,1,0,1.0,2023-09-18
CONV_0011482,POST_000619,CAMP_0075,INF_0044,392.17,2936.07,3,0,0.3333,2023-09-18
CONV_0011483,POST_000619,CAMP_0075,INF_0044,365.12,1386.03,4,0,0.25,2023-09-18
CONV_0011484,POST_000620,CAMP_0075,INF_0082,64.19,371.03,3,0,0.3333,2023-10-10
CONV_0011485,POST_000620,CAMP_0075,INF_0082,324.2,1599.23,1,0,1.0,2023-10-10
CONV_0011486,POST_000620,CAMP_0075,INF_0082,177.71,553.19,4,0,0.25,2023-10-10
CONV_0011487,POST_000620,CAMP_0075,INF_0082,318.39,1586.53,3,1,0.3333,2023-10-10
CONV_0011488,POST_000620,CAMP_0075,INF_0082,137.98,963.94,1,1,1.0,2023-10-10
CONV_0011489,POST_000620,CAMP_0075,INF_0082,46.53,167.95,4,0,0.25,2023-10-10
CONV_0011490,POST_000620,CAMP_0075,INF_0082,223.28,1496.37,1,0,1.0,2023-10-10
CONV_0011491,POST_000620,CAMP_0075,INF_0082,185.48,1397.5,4,0,0.25,2023-10-10
CONV_0011492,POST_000620,CAMP_0075,INF_0082,228.32,1085.34,3,0,0.3333,2023-10-10
CONV_0011493,POST_000620,CAMP_0075,INF_0082,356.81,1190.45,3,0,0.3333,2023-10-10
CONV_0011494,POST_000620,CAMP_0075,INF_0082,458.58,1180.78,4,0,0.25,2023-10-10
CONV_0011495,POST_000620,CAMP_0075,INF_0082,278.05,1015.37,3,1,0.3333,2023-10-10
CONV_0011496,POST_000620,CAMP_0075,INF_0082,470.56,3254.54,4,0,0.25,2023-10-10
CONV_0011497,POST_000620,CAMP_0075,INF_0082,95.94,456.66,3,0,0.3333,2023-10-10
CONV_0011498,POST_000620,CAMP_0075,INF_0082,287.88,805.46,4,0,0.25,2023-10-10
CONV_0011499,POST_000620,CAMP_0075,INF_0082,414.91,991.08,3,0,0.3333,2023-10-10
CONV_0011500,POST_000620,CAMP_0075,INF_0082,314.75,2517.97,3,1,0.3333,2023-10-10
CONV_0011501,POST_000620,CAMP_0075,INF_0082,92.28,333.17,3,0,0.3333,2023-10-10
CONV_0011502,POST_000620,CAMP_0075,INF_0082,262.43,608.25,1,0,1.0,2023-10-10
CONV_0011503,POST_000620,CAMP_0075,INF_0082,399.05,1451.49,3,0,0.3333,2023-10-10
CONV_0011504,POST_000621,CAMP_0075,INF_0020,394.94,2168.4,3,0,0.3333,2023-10-10
CONV_0011505,POST_000621,CAMP_0075,INF_0020,66.01,380.13,2,1,0.5,2023-10-10
CONV_0011506,POST_000621,CAMP_0075,INF_0020,42.49,145.31,3,0,0.3333,2023-10-10
CONV_0011507,POST_000621,CAMP_0075,INF_0020,138.48,628.91,4,1,0.25,2023-10-10
CONV_0011508,POST_000621,CAMP_0075,INF_0020,293.42,1871.37,2,1,0.5,2023-10-10
CONV_0011509,POST_000621,CAMP_0075,INF_0020,34.36,123.18,4,0,0.25,2023-10-10
CONV_0011510,POST_000621,CAMP_0075,INF_0020,430.14,1327.38,2,0,0.5,2023-10-10
CONV_0011511,POST_000621,CAMP_0075,INF_0020,303.31,727.93,3,0,0.3333,2023-10-10
CONV_0011512,POST_000621,CAMP_0075,INF_0020,34.21,207.09,3,0,0.3333,2023-10-10
CONV_0011513,POST_000621,CAMP_0075,INF_0020,48.83,219.05,2,1,0.5,2023-10-10
CONV_0011514,POST_000621,CAMP_0075,INF_0020,371.54,1129.35,1,0,1.0,2023-10-10
CONV_0011515,POST_000621,CAMP_0075,INF_0020,349.19,1232.92,1,1,1.0,2023-10-10
CONV_0011516,POST_000621,CAMP_0075,INF_0020,41.69,158.83,1,0,1.0,2023-10-10
CONV_0011517,POST_000621,CAMP_0075,INF_0020,409.14,2316.84,2,1,0.5,2023-10-10
CONV_0011518,POST_000621,CAMP_0075,INF_0020,405.94,1694.16,3,0,0.3333,2023-10-10
CONV_0011519,POST_000621,CAMP_0075,INF_0020,274.04,990.73,4,0,0.25,2023-10-10
CONV_0011520,POST_000621,CAMP_0075,INF_0020,63.7,268.9,4,1,0.25,2023-10-10
CONV_0011521,POST_000621,CAMP_0075,INF_0020,190.15,1015.27,4,0,0.25,2023-10-10
CONV_0011522,POST_000621,CAMP_0075,INF_0020,257.11,1495.04,3,0,0.3333,2023-10-10
CONV_0011523,POST_000621,CAMP_0075,INF_0020,58.16,297.0,2,0,0.5,2023-10-10
CONV_0011524,POST_000622,CAMP_0075,INF_0005,139.54,953.11,1,1,1.0,2023-10-14
CONV_0011525,POST_000622,CAMP_0075,INF_0005,417.93,3102.3,4,0,0.25,2023-10-14
CONV_0011526,POST_000622,CAMP_0075,INF_0005,175.53,1034.78,3,1,0.3333,2023-10-14
CONV_0011527,POST_000622,CAMP_0075,INF_0005,433.21,3408.84,4,0,0.25,2023-10-14
CONV_0011528,POST_000622,CAMP_0075,INF_0005,173.25,1071.25,4,0,0.25,2023-10-14
CONV_0011529,POST_000622,CAMP_0075,INF_0005,22.47,108.57,3,1,0.3333,2023-10-14
CONV_0011530,POST_000622,CAMP_0075,INF_0005,321.74,1285.23,2,0,0.5,2023-10-14
CONV_0011531,POST_000622,CAMP_0075,INF_0005,341.73,1569.39,3,0,0.3333,2023-10-14
CONV_0011532,POST_000622,CAMP_0075,INF_0005,113.48,655.24,3,0,0.3333,2023-10-14
CONV_0011533,POST_000622,CAMP_0075,INF_0005,355.28,1643.1,4,0,0.25,2023-10-14
CONV_0011534,POST_000622,CAMP_0075,INF_0005,116.05,343.65,4,0,0.25,2023-10-14
CONV_0011535,POST_000622,CAMP_0075,INF_0005,55.32,438.43,3,0,0.3333,2023-10-14
CONV_0011536,POST_000622,CAMP_0075,INF_0005,356.89,2527.34,4,1,0.25,2023-10-14
CONV_0011537,POST_000622,CAMP_0075,INF_0005,51.14,210.95,2,0,0.5,2023-10-14
CONV_0011538,POST_000622,CAMP_0075,INF_0005,34.93,242.68,1,0,1.0,2023-10-14
CONV_0011539,POST_000622,CAMP_0075,INF_0005,72.34,502.54,4,0,0.25,2023-10-14
CONV_0011540,POST_000622,CAMP_0075,INF_0005,251.83,832.04,1,0,1.0,2023-10-14
CONV_0011541,POST_000622,CAMP_0075,INF_0005,132.67,766.68,3,1,0.3333,2023-10-14
CONV_0011542,POST_000622,CAMP_0075,INF_0005,223.3,1691.15,4,1,0.25,2023-10-14
CONV_0011543,POST_000622,CAMP_0075,INF_0005,211.27,664.99,2,0,0.5,2023-10-14
CONV_0011544,POST_000623,CAMP_0075,INF_0050,125.68,456.78,4,0,0.25,2023-09-29
CONV_0011545,POST_000623,CAMP_0075,INF_0050,469.28,1282.54,2,1,0.5,2023-09-29
CONV_0011546,POST_000623,CAMP_0075,INF_0050,179.38,430.46,2,1,0.5,2023-09-29
CONV_0011547,POST_000623,CAMP_0075,INF_0050,243.64,817.2,1,1,1.0,2023-09-29
CONV_0011548,POST_000623,CAMP_0075,INF_0050,128.82,552.92,1,0,1.0,2023-09-29
CONV_0011549,POST_000623,CAMP_0075,INF_0050,277.13,1930.23,2,0,0.5,2023-09-29
CONV_0011550,POST_000623,CAMP_0075,INF_0050,395.71,1370.53,1,0,1.0,2023-09-29
CONV_0011551,POST_000623,CAMP_0075,INF_0050,339.44,1726.64,3,1,0.3333,2023-09-29
CONV_0011552,POST_000623,CAMP_0075,INF_0050,411.29,3023.91,2,1,0.5,2023-09-29
CONV_0011553,POST_000623,CAMP_0075,INF_0050,265.04,1302.74,3,0,0.3333,2023-09-29
CONV_0011554,POST_000623,CAMP_0075,INF_0050,305.59,753.14,3,0,0.3333,2023-09-29
CONV_0011555,POST_000623,CAMP_0075,INF_0050,341.65,1044.25,4,0,0.25,2023-09-29
CONV_0011556,POST_000623,CAMP_0075,INF_0050,131.83,332.22,1,0,1.0,2023-09-29
CONV_0011557,POST_000623,CAMP_0075,INF_0050,236.21,1122.74,2,0,0.5,2023-09-29
CONV_0011558,POST_000623,CAMP_0075,INF_0050,66.2,477.31,4,0,0.25,2023-09-29
CONV_0011559,POST_000623,CAMP_0075,INF_0050,147.37,499.09,1,0,1.0,2023-09-29
CONV_0011560,POST_000623,CAMP_0075,INF_0050,81.26,646.73,4,0,0.25,2023-09-29
CONV_0011561,POST_000623,CAMP_0075,INF_0050,428.86,2023.2,1,0,1.0,2023-09-29
CONV_0011562,POST_000623,CAMP_0075,INF_0050,470.37,2481.06,2,0,0.5,2023-09-29
CONV_0011563,POST_000623,CAMP_0075,INF_0050,171.54,1238.86,2,0,0.5,2023-09-29
CONV_0011564,POST_000624,CAMP_0075,INF_0005,156.25,876.82,3,0,0.3333,2023-10-02
CONV_0011565,POST_000624,CAMP_0075,INF_0005,166.81,1143.69,4,1,0.25,2023-10-02
CONV_0011566,POST_000624,CAMP_0075,INF_0005,259.99,1266.8,4,0,0.25,2023-10-02
CONV_0011567,POST_000624,CAMP_0075,INF_0005,434.58,992.15,3,1,0.3333,2023-10-02
CONV_0011568,POST_000624,CAMP_0075,INF_0005,385.39,2138.65,2,0,0.5,2023-10-02
CONV_0011569,POST_000624,CAMP_0075,INF_0005,204.5,1011.6,4,0,0.25,2023-10-02
CONV_0011570,POST_000624,CAMP_0075,INF_0005,52.03,365.93,1,0,1.0,2023-10-02
CONV_0011571,POST_000624,CAMP_0075,INF_0005,244.82,1635.14,3,0,0.3333,2023-10-02
CONV_0011572,POST_000624,CAMP_0075,INF_0005,192.89,1477.37,3,0,0.3333,2023-10-02
CONV_0011573,POST_000624,CAMP_0075,INF_0005,301.33,1085.24,4,0,0.25,2023-10-02
CONV_0011574,POST_000624,CAMP_0075,INF_0005,87.64,196.92,3,0,0.3333,2023-10-02
CONV_0011575,POST_000624,CAMP_0075,INF_0005,153.62,1093.04,1,0,1.0,2023-10-02
CONV_0011576,POST_000624,CAMP_0075,INF_0005,92.15,287.69,4,0,0.25,2023-10-02
CONV_0011577,POST_000624,CAMP_0075,INF_0005,252.92,553.79,4,0,0.25,2023-10-02
CONV_0011578,POST_000624,CAMP_0075,INF_0005,82.31,266.57,4,0,0.25,2023-10-02
CONV_0011579,POST_000624,CAMP_0075,INF_0005,114.15,604.55,4,0,0.25,2023-10-02
CONV_0011580,POST_000624,CAMP_0075,INF_0005,24.27,172.31,2,0,0.5,2023-10-02
CONV_0011581,POST_000624,CAMP_0075,INF_0005,188.87,550.85,3,0,0.3333,2023-10-02
CONV_0011582,POST_000624,CAMP_0075,INF_0005,50.38,144.46,2,0,0.5,2023-10-02
CONV_0011583,POST_000624,CAMP_0075,INF_0005,153.97,1107.74,1,0,1.0,2023-10-02
CONV_0011584,POST_000625,CAMP_0076,INF_0096,53.03,201.53,3,0,0.3333,2023-10-10
CONV_0011585,POST_000625,CAMP_0076,INF_0096,166.6,1122.14,2,0,0.5,2023-10-10
CONV_0011586,POST_000625,CAMP_0076,INF_0096,487.6,2217.89,4,1,0.25,2023-10-10
CONV_0011587,POST_000625,CAMP_0076,INF_0096,320.66,2117.62,2,0,0.5,2023-10-10
CONV_0011588,POST_000625,CAMP_0076,INF_0096,206.29,1064.62,1,0,1.0,2023-10-10
CONV_0011589,POST_000625,CAMP_0076,INF_0096,332.26,1098.08,2,1,0.5,2023-10-10
CONV_0011590,POST_000625,CAMP_0076,INF_0096,282.99,574.52,2,0,0.5,2023-10-10
CONV_0011591,POST_000625,CAMP_0076,INF_0096,417.75,1998.52,4,0,0.25,2023-10-10
CONV_0011592,POST_000625,CAMP_0076,INF_0096,151.97,713.79,4,1,0.25,2023-10-10
CONV_0011593,POST_000625,CAMP_0076,INF_0096,193.77,1090.73,4,0,0.25,2023-10-10
CONV_0011594,POST_000625,CAMP_0076,INF_0096,298.95,1730.17,2,0,0.5,2023-10-10
CONV_0011595,POST_000625,CAMP_0076,INF_0096,276.39,733.36,4,1,0.25,2023-10-10
CONV_0011596,POST_000625,CAMP_0076,INF_0096,343.96,2142.09,3,0,0.3333,2023-10-10
CONV_0011597,POST_000625,CAMP_0076,INF_0096,405.98,821.56,4,0,0.25,2023-10-10
CONV_0011598,POST_000625,CAMP_0076,INF_0096,93.95,581.36,3,0,0.3333,2023-10-10
CONV_0011599,POST_000625,CAMP_0076,INF_0096,342.7,1547.86,1,0,1.0,2023-10-10
CONV_0011600,POST_000625,CAMP_0076,INF_0096,103.39,399.98,4,0,0.25,2023-10-10
CONV_0011601,POST_000625,CAMP_0076,INF_0096,127.74,329.23,4,0,0.25,2023-10-10
CONV_0011602,POST_000625,CAMP_0076,INF_0096,295.74,1066.54,4,1,0.25,2023-10-10
CONV_0011603,POST_000625,CAMP_0076,INF_0096,278.4,1218.61,1,1,1.0,2023-10-10
CONV_0011604,POST_000626,CAMP_0076,INF_0022,411.88,1486.34,4,1,0.25,2023-10-11
CONV_0011605,POST_000626,CAMP_0076,INF_0022,367.25,2650.17,2,0,0.5,2023-10-11
CONV_0011606,POST_000626,CAMP_0076,INF_0022,399.22,2447.99,3,0,0.3333,2023-10-11
CONV_0011607,POST_000626,CAMP_0076,INF_0022,445.22,1948.77,2,0,0.5,2023-10-11
CONV_0011608,POST_000626,CAMP_0076,INF_0022,311.64,1413.16,3,0,0.3333,2023-10-11
CONV_0011609,POST_000626,CAMP_0076,INF_0022,79.7,461.77,4,0,0.25,2023-10-11
CONV_0011610,POST_000626,CAMP_0076,INF_0022,244.86,879.37,4,0,0.25,2023-10-11
CONV_0011611,POST_000626,CAMP_0076,INF_0022,63.8,196.52,4,1,0.25,2023-10-11
CONV_0011612,POST_000626,CAMP_0076,INF_0022,113.39,677.78,2,0,0.5,2023-10-11
CONV_0011613,POST_000626,CAMP_0076,INF_0022,357.82,2586.94,3,0,0.3333,2023-10-11
CONV_0011614,POST_000626,CAMP_0076,INF_0022,115.72,886.35,3,0,0.3333,2023-10-11
CONV_0011615,POST_000626,CAMP_0076,INF_0022,405.15,1044.85,3,0,0.3333,2023-10-11
CONV_0011616,POST_000626,CAMP_0076,INF_0022,120.63,858.77,2,0,0.5,2023-10-11
CONV_0011617,POST_000626,CAMP_0076,INF_0022,71.67,184.43,3,0,0.3333,2023-10-11
CONV_0011618,POST_000626,CAMP_0076,INF_0022,296.73,1960.13,4,0,0.25,2023-10-11
CONV_0011619,POST_000626,CAMP_0076,INF_0022,192.22,1425.81,1,0,1.0,2023-10-11
CONV_0011620,POST_000626,CAMP_0076,INF_0022,47.11,366.14,3,0,0.3333,2023-10-11
CONV_0011621,POST_000626,CAMP_0076,INF_0022,392.94,1573.65,2,1,0.5,2023-10-11
CONV_0011622,POST_000626,CAMP_0076,INF_0022,437.95,1671.4,3,0,0.3333,2023-10-11
CONV_0011623,POST_000626,CAMP_0076,INF_0022,351.65,1983.05,1,1,1.0,2023-10-11
CONV_0011624,POST_000627,CAMP_0076,INF_0006,405.49,1790.46,4,1,0.25,2023-10-12
CONV_0011625,POST_000627,CAMP_0076,INF_0006,255.44,1720.31,2,0,0.5,2023-10-12
CONV_0011626,POST_000627,CAMP_0076,INF_0006,312.88,2280.69,2,0,0.5,2023-10-12
CONV_0011627,POST_000627,CAMP_0076,INF_0006,138.77,1037.31,3,1,0.3333,2023-10-12
CONV_0011628,POST_000627,CAMP_0076,INF_0006,244.14,1206.04,4,0,0.25,2023-10-12
CONV_0011629,POST_000627,CAMP_0076,INF_0006,64.44,346.31,2,0,0.5,2023-10-12
CONV_0011630,POST_000627,CAMP_0076,INF_0006,448.86,1594.22,1,1,1.0,2023-10-12
CONV_0011631,POST_000627,CAMP_0076,INF_0006,252.23,1705.64,1,1,1.0,2023-10-12
CONV_0011632,POST_000627,CAMP_0076,INF_0006,202.15,767.01,2,0,0.5,2023-10-12
CONV_0011633,POST_000627,CAMP_0076,INF_0006,37.16,107.41,1,0,1.0,2023-10-12
CONV_0011634,POST_000627,CAMP_0076,INF_0006,39.94,156.54,2,1,0.5,2023-10-12
CONV_0011635,POST_000627,CAMP_0076,INF_0006,347.46,2475.49,4,0,0.25,2023-10-12
CONV_0011636,POST_000627,CAMP_0076,INF_0006,387.89,960.83,2,1,0.5,2023-10-12
CONV_0011637,POST_000627,CAMP_0076,INF_0006,281.64,1482.28,4,0,0.25,2023-10-12
CONV_0011638,POST_000627,CAMP_0076,INF_0006,193.1,1478.48,1,0,1.0,2023-10-12
CONV_0011639,POST_000627,CAMP_0076,INF_0006,311.59,2440.12,4,0,0.25,2023-10-12
CONV_0011640,POST_000627,CAMP_0076,INF_0006,84.86,673.31,2,0,0.5,2023-10-12
CONV_0011641,POST_000627,CAMP_0076,INF_0006,469.1,1004.83,3,0,0.3333,2023-10-12
CONV_0011642,POST_000627,CAMP_0076,INF_0006,446.5,2828.87,4,0,0.25,2023-10-12
CONV_0011643,POST_000627,CAMP_0076,INF_0006,385.55,2492.5,2,0,0.5,2023-10-12
CONV_0011644,POST_000628,CAMP_0076,INF_0004,481.91,2790.3,4,0,0.25,2023-10-25
CONV_0011645,POST_000628,CAMP_0076,INF_0004,348.08,1587.09,3,1,0.3333,2023-10-25
CONV_0011646,POST_000628,CAMP_0076,INF_0004,40.11,130.05,2,1,0.5,2023-10-25
CONV_0011647,POST_000628,CAMP_0076,INF_0004,23.66,168.78,4,0,0.25,2023-10-25
CONV_0011648,POST_000628,CAMP_0076,INF_0004,44.1,126.87,3,0,0.3333,2023-10-25
CONV_0011649,POST_000628,CAMP_0076,INF_0004,365.34,1326.56,1,0,1.0,2023-10-25
CONV_0011650,POST_000628,CAMP_0076,INF_0004,209.16,1316.6,2,0,0.5,2023-10-25
CONV_0011651,POST_000628,CAMP_0076,INF_0004,354.4,846.72,2,0,0.5,2023-10-25
CONV_0011652,POST_000628,CAMP_0076,INF_0004,314.19,961.67,1,0,1.0,2023-10-25
CONV_0011653,POST_000628,CAMP_0076,INF_0004,164.43,604.15,3,1,0.3333,2023-10-25
CONV_0011654,POST_000628,CAMP_0076,INF_0004,220.02,1592.87,4,0,0.25,2023-10-25
